Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0044822~poly(A) RNA binding	45	13.761467889908257	5.743081760045862E-7	ENSG00000165732, ENSG00000100883, ENSG00000107929, ENSG00000158545, ENSG00000119812, ENSG00000145907, ENSG00000005007, ENSG00000138757, ENSG00000135930, ENSG00000215251, ENSG00000155506, ENSG00000144029, ENSG00000204120, ENSG00000090621, ENSG00000106344, ENSG00000072518, ENSG00000124383, ENSG00000114767, ENSG00000104907, ENSG00000130255, ENSG00000009307, ENSG00000275700, ENSG00000173230, ENSG00000146834, ENSG00000115310, ENSG00000117569, ENSG00000178105, ENSG00000155363, ENSG00000106682, ENSG00000196591, ENSG00000174720, ENSG00000110104, ENSG00000137710, ENSG00000143569, ENSG00000115761, ENSG00000153037, ENSG00000129460, ENSG00000122299, ENSG00000011243, ENSG00000174780, ENSG00000171530, ENSG00000130723, ENSG00000137073, ENSG00000105127, ENSG00000163877	294	1057	15528	2.248566408588033	2.578312008993944E-4	1.2892391113716872E-4	8.145071331400189E-4
GOTERM_CC_DIRECT	GO:0005743~mitochondrial inner membrane	24	7.339449541284404	1.607250152980854E-6	ENSG00000113048, ENSG00000103018, ENSG00000100243, ENSG00000007923, ENSG00000124523, ENSG00000205981, ENSG00000183032, ENSG00000137409, ENSG00000165283, ENSG00000132286, ENSG00000100575, ENSG00000144029, ENSG00000165678, ENSG00000177646, ENSG00000165688, ENSG00000134809, ENSG00000147684, ENSG00000150779, ENSG00000005249, ENSG00000130159, ENSG00000009307, ENSG00000137806, ENSG00000131368, ENSG00000164182	296	416	16605	3.2364215176715176	5.63986157037677E-4	1.4102636910995336E-4	0.0021991121871400843
UP_KEYWORDS	Mitochondrion	40	12.232415902140673	2.116962168413188E-6	ENSG00000123983, ENSG00000113048, ENSG00000140374, ENSG00000160703, ENSG00000100243, ENSG00000007923, ENSG00000103507, ENSG00000123989, ENSG00000137409, ENSG00000100575, ENSG00000215251, ENSG00000117054, ENSG00000072062, ENSG00000144029, ENSG00000177646, ENSG00000137513, ENSG00000165688, ENSG00000147684, ENSG00000130159, ENSG00000127554, ENSG00000137806, ENSG00000164182, ENSG00000074582, ENSG00000107959, ENSG00000008311, ENSG00000103018, ENSG00000124523, ENSG00000205981, ENSG00000183032, ENSG00000165283, ENSG00000132286, ENSG00000114023, ENSG00000165678, ENSG00000134809, ENSG00000109519, ENSG00000277972, ENSG00000105819, ENSG00000150779, ENSG00000131368, ENSG00000122140	304	1034	17955	2.2848162475822047	6.09499929264512E-4	1.0160912908530051E-4	0.002811249104128777
UP_KEYWORDS	Chaperone	15	4.587155963302752	2.50058359736408E-6	ENSG00000023318, ENSG00000074582, ENSG00000136827, ENSG00000007923, ENSG00000149428, ENSG00000205981, ENSG00000100575, ENSG00000166170, ENSG00000134809, ENSG00000171530, ENSG00000109519, ENSG00000112159, ENSG00000150779, ENSG00000137806, ENSG00000164182	304	181	17955	4.894682320441989	7.199097170388358E-4	1.028759902560461E-4	0.0033206766492765993
GOTERM_CC_DIRECT	GO:0005813~centrosome	23	7.033639143730887	4.243133362264872E-6	ENSG00000135837, ENSG00000213186, ENSG00000101752, ENSG00000126001, ENSG00000169762, ENSG00000117724, ENSG00000178104, ENSG00000119638, ENSG00000119397, ENSG00000114302, ENSG00000072062, ENSG00000130640, ENSG00000100503, ENSG00000136861, ENSG00000126216, ENSG00000154240, ENSG00000127914, ENSG00000011523, ENSG00000005249, ENSG00000160299, ENSG00000174799, ENSG00000167461, ENSG00000275700	296	409	16605	3.1546537368664507	0.0014882344490335653	2.978242355314853E-4	0.005805549499748874
GOTERM_MF_DIRECT	GO:0019003~GDP binding	9	2.7522935779816518	6.194759577112758E-6	ENSG00000075785, ENSG00000100883, ENSG00000099246, ENSG00000006451, ENSG00000108774, ENSG00000084733, ENSG00000119396, ENSG00000167461, ENSG00000104388	294	53	15528	8.968810165575665	0.0027775910014952165	9.267222159365929E-4	0.008785333655780825
GOTERM_BP_DIRECT	GO:0015031~protein transport	22	6.727828746177369	6.398477070591666E-6	ENSG00000175895, ENSG00000108774, ENSG00000117724, ENSG00000082805, ENSG00000119396, ENSG00000152969, ENSG00000132286, ENSG00000100575, ENSG00000104388, ENSG00000075785, ENSG00000099246, ENSG00000131238, ENSG00000130724, ENSG00000117500, ENSG00000169223, ENSG00000105127, ENSG00000134709, ENSG00000150779, ENSG00000114745, ENSG00000174851, ENSG00000132182, ENSG00000165527	287	373	15453	3.175738666616846	0.008733975417722473	0.004376564868887045	0.010515124480581228
UP_KEYWORDS	Transport	58	17.737003058103976	7.633363959017294E-6	ENSG00000175895, ENSG00000140374, ENSG00000119396, ENSG00000183020, ENSG00000145907, ENSG00000108559, ENSG00000138757, ENSG00000120725, ENSG00000100575, ENSG00000103222, ENSG00000104388, ENSG00000099246, ENSG00000138750, ENSG00000169223, ENSG00000114745, ENSG00000174851, ENSG00000132842, ENSG00000114573, ENSG00000108774, ENSG00000126883, ENSG00000152683, ENSG00000183032, ENSG00000161203, ENSG00000132286, ENSG00000102898, ENSG00000113719, ENSG00000162695, ENSG00000134809, ENSG00000121940, ENSG00000117500, ENSG00000138069, ENSG00000143153, ENSG00000150779, ENSG00000134709, ENSG00000213024, ENSG00000132182, ENSG00000167461, ENSG00000129353, ENSG00000166887, ENSG00000082805, ENSG00000110713, ENSG00000137409, ENSG00000152969, ENSG00000075785, ENSG00000147684, ENSG00000165527, ENSG00000103018, ENSG00000177119, ENSG00000135968, ENSG00000205981, ENSG00000147955, ENSG00000160695, ENSG00000014824, ENSG00000071553, ENSG00000130724, ENSG00000084733, ENSG00000119321, ENSG00000105127	304	1875	17955	1.8270000000000002	0.002196002461622215	2.7476439670626185E-4	0.010136487603928934
GOTERM_BP_DIRECT	GO:0007077~mitotic nuclear envelope disassembly	8	2.4464831804281344	1.2587471161381669E-5	ENSG00000138750, ENSG00000126883, ENSG00000101146, ENSG00000119638, ENSG00000108559, ENSG00000110713, ENSG00000213024, ENSG00000132182	287	43	15453	10.017340572076817	0.01710947330897561	0.005735996517782338	0.020685001008136084
GOTERM_CC_DIRECT	GO:0005794~Golgi apparatus	34	10.397553516819572	1.2628389554913914E-5	ENSG00000123983, ENSG00000119396, ENSG00000183020, ENSG00000104388, ENSG00000075785, ENSG00000131238, ENSG00000179562, ENSG00000169223, ENSG00000114745, ENSG00000009307, ENSG00000114650, ENSG00000132842, ENSG00000174851, ENSG00000165527, ENSG00000275700, ENSG00000173230, ENSG00000102393, ENSG00000178104, ENSG00000152683, ENSG00000135968, ENSG00000174720, ENSG00000113739, ENSG00000090615, ENSG00000136861, ENSG00000164251, ENSG00000162695, ENSG00000167110, ENSG00000102471, ENSG00000121940, ENSG00000117500, ENSG00000127914, ENSG00000138069, ENSG00000084733, ENSG00000105127	296	829	16605	2.300761255827601	0.004422783282086007	7.384926336735376E-4	0.017277524923975385
GOTERM_BP_DIRECT	GO:0016032~viral process	18	5.5045871559633035	1.433857829525193E-5	ENSG00000100387, ENSG00000006451, ENSG00000126883, ENSG00000160703, ENSG00000106682, ENSG00000141867, ENSG00000110104, ENSG00000108559, ENSG00000110713, ENSG00000101868, ENSG00000140545, ENSG00000138750, ENSG00000108094, ENSG00000101146, ENSG00000213024, ENSG00000132182, ENSG00000140577, ENSG00000067560	287	274	15453	3.5371448917825985	0.01946636673736024	0.004902526141558727	0.023562278293032257
UP_KEYWORDS	RNA-binding	27	8.256880733944955	1.758953373430134E-5	ENSG00000165732, ENSG00000100883, ENSG00000109618, ENSG00000107929, ENSG00000145907, ENSG00000138757, ENSG00000005007, ENSG00000135930, ENSG00000155506, ENSG00000215251, ENSG00000120699, ENSG00000077348, ENSG00000090621, ENSG00000089682, ENSG00000106344, ENSG00000130713, ENSG00000114767, ENSG00000104907, ENSG00000009307, ENSG00000117569, ENSG00000178105, ENSG00000155363, ENSG00000106682, ENSG00000174720, ENSG00000153037, ENSG00000178035, ENSG00000107371	304	615	17955	2.592987804878049	0.005053020589937174	5.627116482056493E-4	0.023356044976652335
GOTERM_BP_DIRECT	GO:0006409~tRNA export from nucleus	7	2.1406727828746175	1.9020468196962087E-5	ENSG00000138750, ENSG00000126883, ENSG00000101146, ENSG00000108559, ENSG00000110713, ENSG00000213024, ENSG00000132182	287	31	15453	12.158143194335171	0.025740233228170095	0.005201885071749124	0.03125479831966871
GOTERM_CC_DIRECT	GO:0005788~endoplasmic reticulum lumen	14	4.281345565749235	2.0480385513136375E-5	ENSG00000023318, ENSG00000141756, ENSG00000136827, ENSG00000142156, ENSG00000149428, ENSG00000116406, ENSG00000120725, ENSG00000068912, ENSG00000135506, ENSG00000140284, ENSG00000130309, ENSG00000079150, ENSG00000102595, ENSG00000100350	296	180	16605	4.363175675675676	0.007162912108839237	0.001026428422878367	0.028018834200604914
UP_KEYWORDS	Golgi apparatus	31	9.480122324159021	2.2421679577291634E-5	ENSG00000082805, ENSG00000119396, ENSG00000123989, ENSG00000104388, ENSG00000147533, ENSG00000179562, ENSG00000169223, ENSG00000114745, ENSG00000114650, ENSG00000165527, ENSG00000174851, ENSG00000132842, ENSG00000173230, ENSG00000148334, ENSG00000178104, ENSG00000135968, ENSG00000152683, ENSG00000090615, ENSG00000153936, ENSG00000136861, ENSG00000113719, ENSG00000162695, ENSG00000167110, ENSG00000102471, ENSG00000121940, ENSG00000117500, ENSG00000127914, ENSG00000138069, ENSG00000033100, ENSG00000084733, ENSG00000167461	304	777	17955	2.356418918918919	0.006436711162403852	6.455431585723481E-4	0.029771466836947535
GOTERM_BP_DIRECT	GO:0010827~regulation of glucose transport	7	2.1406727828746175	2.3048682336584126E-5	ENSG00000138750, ENSG00000126883, ENSG00000101146, ENSG00000108559, ENSG00000110713, ENSG00000213024, ENSG00000132182	287	32	15453	11.778201219512194	0.031106042103689058	0.005252839941659815	0.03787285976747379
GOTERM_BP_DIRECT	GO:1900034~regulation of cellular response to heat	9	2.7522935779816518	4.8361892654936954E-5	ENSG00000166170, ENSG00000138750, ENSG00000126883, ENSG00000101146, ENSG00000108559, ENSG00000110713, ENSG00000213024, ENSG00000132182, ENSG00000230989	287	71	15453	6.825195072876282	0.06415532162245574	0.009427530709821497	0.07945119846952675
GOTERM_CC_DIRECT	GO:0042719~mitochondrial intermembrane space protein transporter complex	4	1.2232415902140672	5.4059214722391694E-5	ENSG00000134809, ENSG00000150779, ENSG00000100575, ENSG00000132286	296	5	16605	44.87837837837838	0.01879639964601032	0.002369101397463269	0.0739416599418341
